Age,Gender,Study_Hours,Class_Attendance,Tuition,Exam_Frequency,Assignment_Load,Sleep_Hours,Caffeine_Intake_mg,Physical_Exercise,Social_Media_Use,Screen_Time,Family_Income_Level,Peer_Pressure,Family_Support,Anxiety_Level,University_Type,Stress_Score,Stress_Level
24,Female,1.0,85.0,Yes,3,5.0,8.0,200.0,No,0.0,4.0,Low,1.0,9.0,9.0,Public University,4,Low
20,Male,8.0,41.0,Yes,5,8.0,8.0,50.0,Yes,5.0,1.0,Low,8.0,1.0,8.0,Public University,16,Medium
20,Male,0.0,89.0,No,5,5.0,5.0,350.0,No,2.0,4.0,Medium,5.0,2.0,6.0,Public University,15,Medium
23,Female,8.0,73.0,Yes,8,8.0,6.0,100.0,No,1.0,8.0,Low,9.0,1.0,5.0,Private University,23,High
21,Male,6.0,84.0,No,5,8.0,6.0,350.0,No,7.0,8.0,Low,2.0,2.0,2.0,Private University,22,High
22,Female,8.0,64.0,No,1,1.0,6.0,300.0,No,2.0,8.0,Low,3.0,8.0,5.0,National University,3,Low
22,Female,6.0,46.0,Yes,3,1.0,5.0,50.0,Yes,5.0,4.0,Low,9.0,5.0,6.0,Public University,7,Low
19,Male,2.0,43.0,No,9,8.0,7.0,100.0,Yes,2.0,5.0,Medium,3.0,3.0,3.0,Private University,15,Medium
23,Male,2.0,92.0,Yes,7,2.0,6.0,100.0,Yes,2.0,10.0,Low,8.0,4.0,9.0,Public University,18,Medium
24,Female,0.0,89.0,No,1,5.0,5.0,250.0,Yes,4.0,1.0,High,8.0,8.0,3.0,Public University,-1,Low
23,Male,6.0,73.0,No,2,2.0,5.0,200.0,Yes,0.0,4.0,Medium,7.0,8.0,9.0,Private University,2,Low
19,Female,3.0,42.0,Yes,9,3.0,9.0,250.0,No,1.0,7.0,Medium,4.0,9.0,1.0,National University,3,Low
22,Female,8.0,69.0,Yes,3,4.0,7.0,0.0,Yes,6.0,8.0,Low,9.0,9.0,6.0,National University,9,Low
24,Female,6.0,52.0,No,4,2.0,8.0,100.0,Yes,2.0,8.0,High,4.0,5.0,4.0,National University,5,Low
22,Male,0.0,87.0,No,5,4.0,5.0,250.0,No,2.0,4.0,Low,2.0,1.0,3.0,Private University,12,Medium
22,Male,3.0,48.0,Yes,6,7.0,7.0,0.0,No,7.0,8.0,Low,6.0,3.0,2.0,Private University,20,Medium
24,Male,6.0,73.0,No,2,2.0,6.0,0.0,No,6.0,11.0,Medium,6.0,8.0,3.0,Public University,10,Low
23,Male,3.0,86.0,No,2,5.0,4.0,350.0,No,4.0,7.0,Low,3.0,6.0,7.0,Public University,15,Medium
19,Female,3.0,78.0,No,1,9.0,6.0,100.0,No,4.0,7.0,Medium,4.0,8.0,8.0,Private University,15,Medium
20,Male,2.0,48.0,No,9,5.0,8.0,50.0,No,5.0,9.0,Low,1.0,8.0,8.0,Public University,20,Medium
19,Male,7.0,79.0,Yes,3,3.0,5.0,150.0,Yes,4.0,1.0,Low,9.0,2.0,8.0,National University,10,Low
21,Female,8.0,68.0,Yes,3,7.0,8.0,100.0,No,1.0,1.0,Low,3.0,7.0,9.0,Public University,6,Low
24,Female,6.0,66.0,No,8,1.0,5.0,200.0,Yes,0.0,7.0,Medium,2.0,5.0,3.0,Private University,7,Low
20,Female,8.0,70.0,No,5,5.0,7.0,200.0,Yes,2.0,10.0,Medium,1.0,4.0,5.0,National University,17,Medium
23,Male,0.0,60.0,Yes,5,5.0,6.0,150.0,Yes,3.0,9.0,Low,4.0,8.0,3.0,National University,9,Low
23,Male,9.0,96.0,Yes,9,1.0,6.0,250.0,No,0.0,8.0,High,3.0,5.0,7.0,National University,14,Medium
19,Male,2.0,57.0,No,4,7.0,5.0,200.0,Yes,1.0,8.0,High,6.0,2.0,3.0,Public University,14,Medium
22,Male,3.0,42.0,No,1,3.0,6.0,150.0,No,5.0,2.0,Low,1.0,1.0,3.0,National University,7,Low
21,Female,2.0,48.0,Yes,6,8.0,8.0,50.0,No,2.0,8.0,Medium,3.0,6.0,6.0,Public University,16,Medium
23,Female,5.0,86.0,No,8,7.0,4.0,300.0,Yes,3.0,8.0,Medium,8.0,7.0,3.0,Private University,16,Medium
19,Female,5.0,96.0,Yes,6,8.0,5.0,100.0,Yes,4.0,10.0,Low,3.0,2.0,1.0,National University,20,Medium
24,Female,7.0,87.0,Yes,5,3.0,9.0,0.0,Yes,0.0,1.0,Low,8.0,3.0,2.0,National University,-3,Low
24,Male,4.0,51.0,Yes,1,8.0,4.0,350.0,No,4.0,8.0,Medium,2.0,3.0,4.0,Public University,18,Medium
23,Female,8.0,98.0,No,4,2.0,9.0,100.0,Yes,3.0,8.0,Medium,1.0,8.0,3.0,Public University,1,Low
19,Male,4.0,56.0,No,5,9.0,8.0,50.0,Yes,6.0,11.0,Medium,1.0,3.0,9.0,Public University,27,High
24,Female,4.0,85.0,Yes,4,8.0,8.0,100.0,No,3.0,6.0,Low,2.0,9.0,1.0,Private University,1,Low
20,Female,7.0,99.0,No,4,2.0,8.0,50.0,No,4.0,5.0,Low,2.0,6.0,7.0,Public University,8,Low
19,Male,8.0,67.0,No,9,8.0,7.0,50.0,Yes,0.0,9.0,Low,4.0,4.0,9.0,Public University,22,High
20,Female,9.0,67.0,No,8,7.0,5.0,150.0,No,1.0,9.0,Medium,1.0,8.0,4.0,National University,16,Medium
24,Male,5.0,44.0,No,3,6.0,4.0,450.0,Yes,0.0,6.0,Low,4.0,9.0,7.0,National University,7,Low
22,Male,5.0,43.0,Yes,3,7.0,7.0,50.0,No,5.0,5.0,Low,2.0,3.0,5.0,National University,15,Medium
23,Male,4.0,89.0,Yes,7,8.0,6.0,300.0,No,6.0,10.0,Medium,1.0,8.0,8.0,National University,25,High
21,Male,4.0,85.0,Yes,7,2.0,9.0,100.0,Yes,2.0,10.0,Medium,4.0,2.0,4.0,National University,12,Medium
23,Female,8.0,79.0,Yes,1,8.0,6.0,50.0,Yes,0.0,7.0,High,5.0,7.0,5.0,Public University,6,Low
19,Female,6.0,45.0,No,9,3.0,5.0,250.0,Yes,2.0,6.0,High,6.0,6.0,6.0,National University,13,Medium
24,Female,5.0,67.0,Yes,7,9.0,7.0,100.0,No,3.0,9.0,Low,5.0,3.0,7.0,National University,25,High
21,Male,9.0,92.0,No,6,6.0,5.0,300.0,Yes,0.0,2.0,Medium,7.0,1.0,9.0,Public University,15,Medium
24,Female,5.0,41.0,No,9,5.0,6.0,150.0,Yes,6.0,1.0,Low,5.0,7.0,2.0,National University,12,Medium
19,Male,1.0,82.0,Yes,6,4.0,5.0,50.0,No,5.0,3.0,Medium,6.0,9.0,6.0,Public University,10,Low
21,Male,0.0,93.0,No,4,6.0,6.0,200.0,Yes,1.0,9.0,Medium,8.0,5.0,8.0,National University,15,Medium
23,Female,0.0,62.0,No,4,9.0,5.0,250.0,No,3.0,6.0,Low,3.0,1.0,1.0,National University,17,Medium
22,Female,2.0,85.0,No,8,6.0,8.0,50.0,Yes,5.0,9.0,Low,5.0,5.0,9.0,Public University,22,High
22,Male,6.0,95.0,No,9,9.0,6.0,100.0,No,5.0,1.0,Medium,4.0,1.0,2.0,National University,19,Medium
19,Male,4.0,53.0,Yes,9,2.0,5.0,0.0,Yes,7.0,10.0,Low,5.0,1.0,2.0,National University,22,High
21,Female,9.0,62.0,Yes,3,6.0,6.0,150.0,Yes,6.0,1.0,High,8.0,4.0,7.0,Private University,11,Medium
19,Female,4.0,76.0,Yes,1,6.0,5.0,300.0,No,7.0,9.0,Medium,7.0,3.0,6.0,National University,21,High
24,Female,9.0,69.0,Yes,3,4.0,4.0,400.0,No,4.0,4.0,Low,5.0,5.0,5.0,Private University,11,Medium
21,Male,5.0,94.0,Yes,6,7.0,6.0,200.0,Yes,2.0,1.0,Medium,8.0,8.0,7.0,Public University,7,Low
19,Female,0.0,89.0,Yes,4,5.0,9.0,200.0,Yes,7.0,4.0,Low,3.0,6.0,2.0,Public University,5,Low
24,Male,6.0,60.0,Yes,2,5.0,5.0,200.0,No,7.0,1.0,High,6.0,4.0,5.0,Public University,11,Medium
21,Female,3.0,88.0,Yes,6,3.0,8.0,150.0,Yes,4.0,3.0,Low,5.0,2.0,5.0,National University,9,Low
22,Male,0.0,51.0,No,4,1.0,6.0,150.0,No,3.0,3.0,High,1.0,3.0,6.0,Public University,8,Low
24,Female,9.0,92.0,Yes,2,9.0,8.0,0.0,No,2.0,7.0,Low,5.0,7.0,6.0,Private University,11,Medium
19,Female,4.0,50.0,Yes,5,7.0,6.0,100.0,Yes,7.0,6.0,Medium,1.0,2.0,6.0,Public University,21,High
24,Male,4.0,47.0,Yes,5,7.0,9.0,0.0,No,4.0,5.0,Medium,7.0,9.0,5.0,National University,8,Low
20,Male,5.0,47.0,Yes,5,7.0,5.0,250.0,Yes,4.0,3.0,Medium,8.0,9.0,3.0,Private University,6,Low
20,Female,5.0,58.0,No,4,5.0,8.0,0.0,No,2.0,11.0,High,7.0,7.0,7.0,Private University,14,Medium
21,Male,6.0,66.0,No,4,5.0,9.0,100.0,Yes,4.0,8.0,Medium,3.0,2.0,7.0,National University,15,Medium
23,Female,5.0,56.0,No,3,2.0,9.0,50.0,Yes,7.0,5.0,Low,9.0,2.0,3.0,National University,7,Low
24,Female,9.0,50.0,No,1,1.0,7.0,150.0,No,7.0,5.0,Low,4.0,6.0,1.0,Private University,2,Low
21,Female,4.0,72.0,Yes,3,5.0,7.0,100.0,No,7.0,2.0,Medium,1.0,1.0,3.0,Public University,12,Medium
22,Female,1.0,99.0,Yes,3,6.0,5.0,200.0,No,3.0,9.0,High,4.0,5.0,2.0,Public University,13,Medium
24,Male,18.0,98.0,No,8,9.0,6.0,650.0,Yes,7.0,10.0,Low,2.0,4.0,7.0,Public University,29,High
22,Male,9.0,64.0,No,3,1.0,4.0,200.0,No,6.0,8.0,Medium,1.0,4.0,8.0,Private University,18,Medium
22,Male,3.0,53.0,No,9,4.0,5.0,350.0,Yes,2.0,11.0,Medium,2.0,9.0,5.0,Private University,15,Medium
23,Female,1.0,78.0,No,6,5.0,5.0,200.0,No,7.0,4.0,Medium,3.0,7.0,2.0,National University,12,Medium
23,Female,8.0,99.0,Yes,7,4.0,4.0,250.0,No,2.0,5.0,High,8.0,9.0,2.0,Private University,7,Low
20,Male,1.0,53.0,No,7,7.0,5.0,250.0,Yes,5.0,7.0,Medium,1.0,9.0,1.0,Private University,11,Medium
23,Female,5.0,67.0,Yes,9,1.0,5.0,250.0,No,7.0,4.0,High,2.0,6.0,9.0,Private University,19,Medium
22,Male,4.0,75.0,No,2,2.0,8.0,0.0,Yes,3.0,10.0,Medium,7.0,4.0,8.0,Private University,11,Medium
21,Female,2.0,45.0,No,6,8.0,7.0,250.0,No,7.0,5.0,Medium,5.0,7.0,1.0,Private University,13,Medium
21,Female,5.0,99.0,No,3,6.0,4.0,300.0,Yes,6.0,2.0,Low,9.0,6.0,8.0,Private University,13,Medium
23,Female,4.0,73.0,No,8,4.0,6.0,150.0,No,6.0,7.0,Medium,9.0,6.0,8.0,Public University,21,High
21,Male,3.0,52.0,No,3,7.0,4.0,300.0,Yes,7.0,5.0,Low,1.0,4.0,8.0,Private University,20,Medium
22,Female,3.0,49.0,Yes,7,4.0,5.0,100.0,Yes,0.0,5.0,Medium,9.0,4.0,5.0,National University,10,Low
19,Female,1.0,84.0,No,7,3.0,4.0,400.0,No,6.0,1.0,High,7.0,2.0,3.0,Private University,14,Medium
22,Male,9.0,98.0,Yes,2,1.0,9.0,150.0,Yes,3.0,1.0,Medium,8.0,9.0,4.0,Public University,-9,Low
21,Male,2.0,71.0,Yes,1,3.0,5.0,200.0,No,4.0,3.0,Medium,1.0,8.0,3.0,Private University,1,Low
19,Female,1.0,86.0,No,9,5.0,6.0,50.0,Yes,3.0,4.0,Medium,2.0,8.0,6.0,Private University,11,Medium
24,Female,6.0,57.0,Yes,2,2.0,6.0,350.0,Yes,4.0,2.0,Medium,4.0,8.0,6.0,Private University,0,Low
19,Male,2.0,56.0,Yes,8,2.0,7.0,100.0,No,4.0,10.0,Medium,2.0,9.0,9.0,National University,20,Medium
24,Male,1.0,48.0,Yes,9,1.0,7.0,200.0,Yes,7.0,5.0,Medium,7.0,5.0,9.0,Private University,17,Medium
19,Male,6.0,51.0,Yes,3,9.0,5.0,0.0,No,3.0,1.0,Medium,6.0,6.0,5.0,Private University,10,Low
24,Male,4.0,40.0,Yes,9,5.0,9.0,0.0,No,6.0,2.0,High,4.0,1.0,3.0,Private University,15,Medium
19,Male,1.0,62.0,No,1,3.0,5.0,50.0,No,7.0,10.0,Medium,4.0,7.0,7.0,National University,16,Medium
23,Male,9.0,94.0,No,1,1.0,8.0,0.0,No,2.0,6.0,High,9.0,6.0,3.0,National University,-1,Low
21,Female,0.0,45.0,Yes,7,9.0,8.0,50.0,No,3.0,5.0,High,2.0,6.0,5.0,Public University,15,Medium
21,Male,0.0,79.0,Yes,2,5.0,7.0,150.0,No,0.0,6.0,Medium,1.0,3.0,7.0,Public University,7,Low
21,Male,6.0,51.0,No,4,5.0,7.0,50.0,No,3.0,10.0,Medium,1.0,4.0,5.0,National University,16,Medium
20,Male,0.0,66.0,No,6,8.0,9.0,200.0,Yes,15.0,10.0,Low,5.0,5.0,6.0,National University,15,Medium
20,Female,6.0,79.0,No,1,8.0,7.0,200.0,No,2.0,9.0,Low,7.0,3.0,7.0,Public University,17,Medium
19,Male,2.0,94.0,Yes,2,7.0,5.0,250.0,Yes,5.0,4.0,High,6.0,1.0,4.0,National University,14,Medium
22,Female,7.0,84.0,Yes,3,7.0,4.0,150.0,No,3.0,6.0,Low,8.0,7.0,1.0,Private University,9,Low
20,Female,1.0,73.0,Yes,7,4.0,4.0,300.0,No,6.0,11.0,Low,4.0,8.0,6.0,National University,22,High
23,Male,1.0,65.0,No,9,4.0,6.0,150.0,Yes,3.0,11.0,Low,6.0,9.0,9.0,National University,19,Medium
19,Male,9.0,64.0,No,5,6.0,6.0,50.0,Yes,4.0,11.0,Medium,3.0,5.0,4.0,Public University,17,Medium
24,Female,8.0,76.0,Yes,3,1.0,7.0,50.0,Yes,7.0,6.0,High,4.0,3.0,3.0,National University,8,Low
21,Male,6.0,47.0,Yes,9,9.0,7.0,100.0,Yes,7.0,6.0,High,2.0,6.0,7.0,Private University,23,High
19,Male,1.0,66.0,Yes,2,1.0,8.0,100.0,Yes,0.0,8.0,Medium,6.0,5.0,4.0,Public University,0,Low
19,Female,2.0,65.0,No,5,5.0,6.0,50.0,Yes,4.0,2.0,Low,7.0,9.0,6.0,National University,5,Low
24,Female,9.0,63.0,No,1,9.0,5.0,300.0,Yes,7.0,1.0,High,4.0,7.0,8.0,National University,12,Medium
19,Female,1.0,98.0,Yes,2,3.0,5.0,150.0,No,7.0,10.0,Medium,3.0,4.0,8.0,Public University,21,High
23,Female,0.0,77.0,No,8,8.0,8.0,100.0,No,0.0,3.0,Low,6.0,4.0,6.0,National University,13,Medium
24,Female,4.0,41.0,Yes,2,8.0,4.0,350.0,Yes,0.0,7.0,Medium,6.0,5.0,9.0,Public University,15,Medium
22,Male,6.0,68.0,Yes,9,7.0,6.0,200.0,No,3.0,1.0,Medium,9.0,5.0,1.0,Private University,10,Low
22,Female,1.0,80.0,Yes,2,3.0,8.0,200.0,Yes,1.0,1.0,Low,3.0,4.0,3.0,Private University,-4,Low
24,Female,9.0,67.0,No,6,8.0,8.0,100.0,Yes,6.0,10.0,Low,5.0,5.0,1.0,Public University,16,Medium
23,Female,6.0,66.0,Yes,6,5.0,6.0,250.0,No,1.0,3.0,Low,4.0,9.0,8.0,Private University,8,Low
22,Male,2.0,75.0,No,1,5.0,9.0,0.0,No,2.0,2.0,Low,9.0,3.0,5.0,National University,3,Low
22,Male,4.0,98.0,No,7,6.0,4.0,50.0,Yes,1.0,9.0,Low,5.0,4.0,8.0,Private University,21,High
23,Female,2.0,78.0,No,3,1.0,7.0,100.0,No,0.0,6.0,Medium,8.0,9.0,7.0,National University,1,Low
20,Male,3.0,90.0,Yes,8,3.0,5.0,200.0,Yes,6.0,4.0,Low,4.0,4.0,6.0,Private University,16,Medium
23,Male,4.0,95.0,Yes,9,9.0,9.0,100.0,No,4.0,5.0,Medium,3.0,9.0,5.0,Public University,14,Medium
21,Male,1.0,53.0,Yes,2,8.0,8.0,150.0,No,5.0,11.0,Low,3.0,2.0,7.0,National University,23,High
24,Female,6.0,61.0,Yes,8,4.0,4.0,150.0,Yes,1.0,4.0,Medium,8.0,3.0,2.0,Private University,10,Low
23,Female,7.0,41.0,Yes,4,8.0,6.0,200.0,No,3.0,6.0,Medium,8.0,8.0,6.0,Public University,13,Medium
23,Female,3.0,92.0,Yes,5,6.0,5.0,150.0,Yes,0.0,7.0,High,5.0,7.0,5.0,National University,9,Low
19,Female,5.0,42.0,Yes,1,2.0,6.0,200.0,Yes,2.0,2.0,Low,7.0,8.0,5.0,Public University,-8,Low
22,Female,6.0,91.0,Yes,6,5.0,6.0,100.0,Yes,0.0,11.0,Medium,6.0,2.0,6.0,National University,18,Medium
23,Male,8.0,99.0,Yes,6,6.0,4.0,450.0,No,6.0,5.0,High,8.0,6.0,5.0,National University,18,Medium
22,Female,1.0,81.0,No,2,9.0,9.0,100.0,No,0.0,7.0,Low,2.0,9.0,3.0,Public University,3,Low
22,Female,8.0,64.0,Yes,3,3.0,4.0,350.0,No,5.0,3.0,High,4.0,9.0,7.0,National University,6,Low
24,Female,5.0,95.0,No,8,8.0,4.0,300.0,Yes,7.0,3.0,Medium,8.0,6.0,4.0,Private University,18,Medium
21,Female,5.0,42.0,No,1,1.0,8.0,50.0,No,0.0,5.0,High,1.0,1.0,9.0,Public University,7,Low
21,Female,5.0,82.0,No,9,7.0,9.0,0.0,Yes,3.0,7.0,Low,2.0,8.0,4.0,Private University,11,Medium
19,Female,2.0,76.0,Yes,2,6.0,6.0,0.0,Yes,2.0,5.0,Low,3.0,5.0,7.0,Public University,10,Low
20,Male,4.0,61.0,No,5,5.0,8.0,100.0,Yes,4.0,7.0,High,5.0,6.0,3.0,National University,8,Low
24,Male,6.0,97.0,No,3,3.0,5.0,150.0,No,6.0,2.0,Low,7.0,4.0,7.0,Public University,12,Medium
20,Female,3.0,40.0,Yes,3,8.0,8.0,50.0,Yes,0.0,6.0,Medium,4.0,1.0,2.0,Public University,12,Medium
19,Male,8.0,51.0,No,7,5.0,5.0,200.0,Yes,4.0,9.0,High,1.0,3.0,1.0,National University,16,Medium
19,Female,4.0,81.0,No,2,7.0,5.0,100.0,No,3.0,10.0,High,8.0,8.0,7.0,Private University,16,Medium
21,Female,5.0,55.0,No,6,4.0,9.0,150.0,No,5.0,2.0,Medium,6.0,7.0,5.0,Public University,6,Low
24,Male,0.0,46.0,Yes,5,4.0,9.0,150.0,Yes,1.0,1.0,Low,9.0,1.0,3.0,Public University,2,Low
23,Male,1.0,73.0,No,4,8.0,4.0,400.0,Yes,3.0,1.0,Medium,5.0,3.0,2.0,Public University,9,Low
21,Female,8.0,45.0,No,7,8.0,8.0,250.0,Yes,7.0,4.0,Low,8.0,2.0,1.0,Private University,15,Medium
23,Male,9.0,44.0,No,9,2.0,9.0,0.0,Yes,0.0,7.0,Medium,5.0,4.0,7.0,National University,10,Low
22,Male,8.0,56.0,No,4,4.0,7.0,50.0,Yes,7.0,5.0,Low,3.0,7.0,4.0,National University,8,Low
21,Male,1.0,73.0,Yes,4,2.0,4.0,300.0,Yes,4.0,4.0,Low,7.0,5.0,4.0,National University,7,Low
24,Male,3.0,85.0,No,1,4.0,6.0,100.0,No,7.0,5.0,Medium,6.0,6.0,5.0,Public University,10,Low
20,Female,8.0,75.0,No,5,3.0,6.0,150.0,No,1.0,6.0,Medium,9.0,3.0,9.0,Public University,15,Medium
22,Male,8.0,98.0,No,7,6.0,4.0,200.0,No,0.0,4.0,High,2.0,6.0,5.0,Public University,12,Medium
24,Male,8.0,41.0,No,2,8.0,7.0,50.0,Yes,7.0,1.0,Low,9.0,3.0,3.0,Public University,9,Low
20,Male,0.0,81.0,Yes,5,6.0,7.0,0.0,Yes,7.0,11.0,Medium,7.0,5.0,4.0,Private University,19,Medium
21,Female,0.0,60.0,No,3,6.0,4.0,200.0,No,0.0,11.0,Medium,6.0,7.0,3.0,Private University,12,Medium
22,Male,4.0,77.0,No,8,1.0,4.0,200.0,Yes,0.0,2.0,Medium,1.0,3.0,9.0,Private University,11,Medium
23,Female,4.0,61.0,Yes,9,9.0,8.0,100.0,No,0.0,4.0,Medium,2.0,7.0,1.0,National University,8,Low
22,Female,1.0,50.0,Yes,6,8.0,9.0,50.0,No,2.0,2.0,Medium,4.0,7.0,1.0,Private University,3,Low
21,Male,3.0,97.0,No,6,5.0,6.0,250.0,Yes,3.0,10.0,Medium,4.0,3.0,9.0,Public University,22,High
24,Male,1.0,93.0,Yes,7,9.0,6.0,50.0,Yes,0.0,10.0,Low,8.0,8.0,7.0,National University,17,Medium
20,Female,8.0,52.0,Yes,2,1.0,5.0,100.0,No,1.0,6.0,High,3.0,7.0,5.0,Public University,3,Low
22,Male,1.0,76.0,No,7,5.0,5.0,200.0,No,0.0,9.0,Low,2.0,7.0,3.0,National University,16,Medium
20,Female,9.0,82.0,Yes,6,7.0,7.0,50.0,No,1.0,2.0,Medium,9.0,7.0,4.0,Private University,6,Low
22,Female,2.0,92.0,Yes,4,5.0,5.0,250.0,Yes,4.0,11.0,Low,4.0,2.0,4.0,Private University,20,Medium
24,Male,2.0,53.0,No,4,7.0,6.0,150.0,No,7.0,9.0,High,6.0,1.0,1.0,Public University,21,High
24,Female,6.0,82.0,Yes,8,5.0,4.0,250.0,No,1.0,4.0,High,4.0,3.0,5.0,National University,16,Medium
20,Female,4.0,64.0,Yes,7,7.0,9.0,100.0,No,3.0,11.0,Low,2.0,4.0,5.0,National University,20,Medium
20,Male,7.0,87.0,Yes,7,8.0,4.0,200.0,Yes,2.0,3.0,Medium,3.0,4.0,1.0,Private University,11,Medium
19,Female,8.0,55.0,Yes,1,7.0,6.0,0.0,No,4.0,5.0,Medium,1.0,3.0,9.0,Private University,17,Medium
22,Male,4.0,62.0,Yes,7,7.0,5.0,300.0,No,5.0,8.0,High,7.0,6.0,4.0,Public University,20,Medium
24,Male,4.0,40.0,Yes,9,5.0,6.0,150.0,Yes,1.0,2.0,Low,1.0,4.0,5.0,Public University,10,Low
20,Female,2.0,99.0,No,9,3.0,5.0,350.0,No,7.0,8.0,Medium,2.0,9.0,4.0,National University,17,Medium
19,Male,4.0,88.0,No,7,9.0,6.0,100.0,Yes,2.0,5.0,Low,3.0,1.0,5.0,Public University,19,Medium
22,Male,1.0,94.0,No,8,7.0,5.0,100.0,No,5.0,3.0,Medium,5.0,9.0,6.0,Public University,15,Medium
19,Male,4.0,47.0,No,8,8.0,9.0,0.0,Yes,5.0,1.0,Low,3.0,8.0,4.0,Public University,7,Low
23,Female,7.0,95.0,Yes,9,8.0,6.0,150.0,No,6.0,9.0,Low,9.0,1.0,6.0,Private University,31,High
19,Male,7.0,63.0,Yes,9,2.0,5.0,300.0,No,7.0,1.0,Low,7.0,5.0,6.0,National University,15,Medium
19,Male,7.0,50.0,Yes,5,3.0,7.0,100.0,Yes,4.0,8.0,Medium,3.0,2.0,7.0,Public University,16,Medium
21,Female,0.0,46.0,Yes,5,4.0,4.0,250.0,Yes,3.0,1.0,High,5.0,7.0,5.0,Private University,5,Low
24,Female,0.0,60.0,Yes,5,9.0,4.0,250.0,No,3.0,6.0,High,7.0,1.0,4.0,National University,22,High
22,Male,9.0,92.0,No,8,9.0,6.0,250.0,Yes,7.0,10.0,Low,6.0,9.0,5.0,Public University,22,High
24,Female,2.0,92.0,Yes,9,8.0,4.0,250.0,Yes,4.0,10.0,Medium,8.0,9.0,7.0,Private University,23,High
23,Female,8.0,84.0,No,5,7.0,5.0,300.0,Yes,2.0,7.0,Medium,6.0,8.0,8.0,National University,14,Medium
19,Female,9.0,65.0,Yes,8,7.0,7.0,150.0,No,2.0,1.0,Medium,6.0,9.0,2.0,National University,4,Low
20,Female,7.0,54.0,No,4,3.0,8.0,150.0,No,2.0,7.0,High,9.0,7.0,8.0,National University,9,Low
22,Male,8.0,68.0,Yes,8,3.0,9.0,50.0,No,2.0,1.0,Low,6.0,5.0,8.0,Private University,8,Low
24,Female,4.0,96.0,Yes,8,7.0,4.0,250.0,Yes,7.0,9.0,Medium,5.0,5.0,3.0,National University,23,High
19,Male,0.0,92.0,Yes,5,9.0,9.0,100.0,No,6.0,7.0,High,7.0,6.0,5.0,National University,17,Medium
23,Female,2.0,76.0,Yes,1,6.0,9.0,50.0,No,3.0,8.0,Medium,9.0,8.0,9.0,Public University,10,Low
20,Male,9.0,62.0,Yes,7,4.0,4.0,250.0,Yes,2.0,9.0,High,9.0,5.0,8.0,Public University,19,Medium
21,Female,3.0,54.0,No,7,6.0,6.0,50.0,No,2.0,11.0,Low,3.0,6.0,3.0,National University,17,Medium
21,Female,1.0,70.0,Yes,9,4.0,7.0,100.0,No,5.0,10.0,Medium,5.0,3.0,5.0,National University,23,High
24,Female,6.0,51.0,No,1,8.0,5.0,250.0,No,4.0,6.0,Low,2.0,1.0,7.0,National University,20,Medium
22,Male,4.0,46.0,No,5,2.0,7.0,50.0,Yes,7.0,1.0,Medium,8.0,4.0,7.0,Public University,9,Low
23,Female,3.0,91.0,Yes,1,8.0,4.0,450.0,No,3.0,6.0,Medium,2.0,4.0,8.0,Public University,18,Medium
19,Male,6.0,85.0,No,4,7.0,7.0,150.0,Yes,3.0,9.0,High,9.0,9.0,6.0,Private University,11,Medium
20,Male,0.0,53.0,Yes,8,4.0,8.0,0.0,Yes,6.0,8.0,High,5.0,5.0,9.0,Public University,20,Medium
24,Female,6.0,82.0,Yes,5,8.0,7.0,250.0,Yes,2.0,10.0,High,1.0,2.0,4.0,Private University,18,Medium
20,Male,8.0,59.0,No,1,6.0,4.0,200.0,Yes,2.0,3.0,High,4.0,4.0,4.0,National University,6,Low
24,Female,0.0,74.0,Yes,1,6.0,8.0,150.0,No,4.0,3.0,Low,4.0,2.0,3.0,National University,7,Low
19,Female,6.0,61.0,No,1,2.0,6.0,100.0,No,3.0,11.0,Medium,7.0,3.0,6.0,National University,14,Medium
20,Male,3.0,40.0,Yes,5,1.0,6.0,150.0,No,2.0,7.0,Medium,2.0,9.0,3.0,Private University,3,Low
24,Male,6.0,83.0,Yes,6,7.0,5.0,250.0,No,7.0,1.0,Low,9.0,2.0,4.0,Private University,18,Medium
23,Male,6.0,69.0,No,7,5.0,4.0,150.0,No,7.0,10.0,Medium,4.0,9.0,6.0,Public University,22,High
20,Female,5.0,89.0,Yes,6,2.0,5.0,150.0,No,0.0,10.0,Medium,2.0,2.0,7.0,National University,18,Medium
23,Female,8.0,95.0,No,4,6.0,5.0,150.0,Yes,5.0,7.0,High,8.0,9.0,7.0,Public University,13,Medium
23,Female,5.0,61.0,No,5,7.0,9.0,0.0,Yes,5.0,9.0,Medium,5.0,8.0,6.0,National University,13,Medium
24,Male,8.0,46.0,Yes,8,4.0,5.0,50.0,No,1.0,2.0,Medium,2.0,4.0,6.0,Public University,12,Medium
19,Female,9.0,49.0,No,6,5.0,7.0,50.0,No,6.0,2.0,High,5.0,1.0,8.0,National University,19,Medium
22,Male,3.0,46.0,No,4,4.0,6.0,150.0,No,3.0,6.0,Low,8.0,4.0,2.0,Public University,9,Low
22,Male,5.0,82.0,No,2,7.0,4.0,250.0,No,0.0,5.0,High,8.0,3.0,3.0,Public University,10,Low
20,Male,6.0,56.0,Yes,7,1.0,5.0,200.0,No,5.0,10.0,Low,4.0,2.0,9.0,Public University,25,High
22,Male,6.0,87.0,Yes,9,9.0,4.0,250.0,No,5.0,3.0,Medium,1.0,4.0,5.0,Public University,23,High
